file,texture,width,height,selected_pixels,alpha_zero,alpha_full,alpha_partial,alpha_min,alpha_max
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_p_color_mask.png,textures/models/parts/up_sight/up_sight_p_color_mask,32,22,445,0,5,440,8,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\up_sight\up_sight_q_color_mask.png,textures/models/parts/up_sight/up_sight_q_color_mask,8,12,86,0,1,85,3,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\pkp_color_mask.png,textures/models/pkp_color_mask,140,260,36336,0,7,36329,27,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\pp19_color_mask.png,textures/models/pp19_color_mask,210,158,22486,0,0,22486,17,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\qbz191.png,textures/models/qbz191,512,512,0,0,0,0,,
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\qbz951_color_mask.png,textures/models/qbz951_color_mask,222,130,5680,0,1,5679,8,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\qcq171_color_mask.png,textures/models/qcq171_color_mask,88,170,14827,0,0,14827,2,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\raal_color_mask.png,textures/models/raal_color_mask,218,180,5047,0,4,5043,6,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\renetti_color_mask.png,textures/models/renetti_color_mask,56,104,5811,0,0,5811,14,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\rm277_color_mask.png,textures/models/rm277_color_mask,234,118,6393,0,3,6390,13,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\saddam_golden_ak_color_mask.png,textures/models/saddam_golden_ak_color_mask,190,108,6413,0,1,6412,3,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\sks_color_mask.png,textures/models/sks_color_mask,96,120,10299,0,50,10249,7,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\smle_mk3_color_mask.png,textures/models/smle_mk3_color_mask,150,130,18638,0,38,18600,21,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\so14_color_mask.png,textures/models/so14_color_mask,182,112,1983,0,1,1982,6,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\spas12_color_mask.png,textures/models/spas12_color_mask,188,132,10541,0,498,10043,12,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\squall_color_mask.png,textures/models/squall_color_mask,512,512,15691,0,15691,0,255,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\static_hv_color_mask.png,textures/models/static_hv_color_mask,212,106,2185,0,1,2184,5,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\59cc2f296e854a9d8fe027ff0bb9f9c4\resource_pack_EP_JXK_Gun_8\textures\models\sturmwolf45_color_mask.png,textures/models/sturmwolf45_color_mask,58,34,1947,0,14,1933,3,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\superi46_color_mask.png,textures/models/superi46_color_mask,210,106,2546,0,720,1826,9,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\sva545_color_mask.png,textures/models/sva545_color_mask,256,256,13825,0,13825,0,255,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\svd_color_mask.png,textures/models/svd_color_mask,170,152,9471,0,1,9470,21,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\sw_686_color_mask.png,textures/models/sw_686_color_mask,42,64,2681,0,13,2668,21,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\sw_mk2_41_color_mask.png,textures/models/sw_mk2_41_color_mask,136,118,15770,0,15769,1,25,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\sw_mk2_color_mask.png,textures/models/sw_mk2_color_mask,134,116,15475,0,15475,0,255,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\tec9_color_mask.png,textures/models/tec9_color_mask,76,84,6232,0,0,6232,10,231
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\tris_cms92_color_mask.png,textures/models/tris_cms92_color_mask,340,258,17159,0,15362,1797,10,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\tris_fl3e_color_mask.png,textures/models/tris_fl3e_color_mask,176,344,16093,0,15358,735,32,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\tti2011_color_mask.png,textures/models/tti2011_color_mask,126,164,7885,0,40,7845,3,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_b3_color_mask.png,textures/models/twx_b3_color_mask,50,40,1529,0,14,1515,34,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_car_color_mask.png,textures/models/twx_car_color_mask,30,38,942,0,9,933,39,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_cg_color_mask.png,textures/models/twx_cg_color_mask,38,26,983,0,17,966,52,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_cnbq_color_mask.png,textures/models/twx_cnbq_color_mask,256,256,14436,0,41,14395,97,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_dnc_color_mask.png,textures/models/twx_dnc_color_mask,32,60,786,0,10,776,39,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_eva8_color_mask.png,textures/models/twx_eva8_color_mask,256,256,744,0,744,0,255,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_g2_color_mask.png,textures/models/twx_g2_color_mask,26,40,892,0,28,864,53,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_hl_color_mask.png,textures/models/twx_hl_color_mask,28,32,741,0,3,738,65,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_kcb_color_mask.png,textures/models/twx_kcb_color_mask,36,48,1655,0,54,1601,51,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_lstar_color_mask.png,textures/models/twx_lstar_color_mask,256,256,14025,0,14025,0,255,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_nyp_color_mask.png,textures/models/twx_nyp_color_mask,28,36,875,0,7,868,64,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_a_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_a_color_mask,32,32,657,0,37,620,21,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_b_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_b_color_mask,64,64,1748,0,430,1318,34,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_c_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_c_color_mask,64,64,584,0,27,557,15,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_d_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_d_color_mask,32,32,619,0,7,612,40,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_e_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_e_color_mask,32,32,435,0,1,434,39,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_f_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_f_color_mask,64,64,1788,0,270,1518,44,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_g_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_g_color_mask,64,64,1272,0,0,1272,46,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_h_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_h_color_mask,64,64,2807,0,426,2381,53,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_i_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_i_color_mask,64,64,1816,0,72,1744,43,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_j_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_j_color_mask,64,64,1719,0,58,1661,16,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_k_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_k_color_mask,64,64,1910,0,188,1722,54,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_l_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_l_color_mask,64,64,3332,0,122,3210,40,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_m_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_m_color_mask,64,64,2984,0,143,2841,62,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\aim\twx_up_sight_n_color_mask.png,textures/models/twx_parts/aim/twx_up_sight_n_color_mask,64,64,2505,0,64,2441,23,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\muzzle\twx_muzzle_a_color_mask.png,textures/models/twx_parts/muzzle/twx_muzzle_a_color_mask,32,32,648,0,0,648,44,218
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\muzzle\twx_muzzle_b_color_mask.png,textures/models/twx_parts/muzzle/twx_muzzle_b_color_mask,32,32,376,0,0,376,58,190
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\muzzle\twx_muzzle_c_color_mask.png,textures/models/twx_parts/muzzle/twx_muzzle_c_color_mask,32,32,238,0,0,238,27,205
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\muzzle\twx_muzzle_d_color_mask.png,textures/models/twx_parts/muzzle/twx_muzzle_d_color_mask,16,16,250,0,0,250,59,211
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\muzzle\twx_muzzle_e_color_mask.png,textures/models/twx_parts/muzzle/twx_muzzle_e_color_mask,32,32,376,0,0,376,56,217
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\muzzle\twx_muzzle_f_color_mask.png,textures/models/twx_parts/muzzle/twx_muzzle_f_color_mask,16,16,170,0,0,170,50,203
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\muzzle\twx_muzzle_g_color_mask.png,textures/models/twx_parts/muzzle/twx_muzzle_g_color_mask,16,16,190,0,0,190,75,201
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\muzzle\twx_muzzle_h_color_mask.png,textures/models/twx_parts/muzzle/twx_muzzle_h_color_mask,32,32,330,0,0,330,52,179
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\up_slider\up_slider_a_color_mask.png,textures/models/twx_parts/up_slider/up_slider_a_color_mask,32,32,450,0,6,444,68,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_parts\up_slider\up_slider_b_color_mask.png,textures/models/twx_parts/up_slider/up_slider_b_color_mask,64,64,1128,0,6,1122,41,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_phqjq_color_mask.png,textures/models/twx_phqjq_color_mask,256,256,14713,0,14713,0,255,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_pxbq_color_mask.png,textures/models/twx_pxbq_color_mask,26,34,696,0,2,694,95,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_r101_color_mask.png,textures/models/twx_r101_color_mask,42,22,744,0,3,741,57,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_r201_color_mask.png,textures/models/twx_r201_color_mask,22,40,698,0,5,693,49,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_r97_color_mask.png,textures/models/twx_r97_color_mask,54,30,767,0,9,758,61,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_re45_color_mask.png,textures/models/twx_re45_color_mask,128,128,5060,0,5060,0,255,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_sj_color_mask.png,textures/models/twx_sj_color_mask,40,38,1341,0,15,1326,70,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_ssfd_color_mask.png,textures/models/twx_ssfd_color_mask,256,256,17492,0,17492,0,255,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_zhz_color_mask.png,textures/models/twx_zhz_color_mask,56,42,1898,0,39,1859,38,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\22f5988bacfd44b4a5306ffeff1abba9\resource_pack_EP_JXK_7\textures\models\twx_zzqjq_color_mask.png,textures/models/twx_zzqjq_color_mask,256,256,9439,0,9439,0,255,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\ump45_color_mask.png,textures/models/ump45_color_mask,240,164,19786,0,16,19770,4,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\usp45_color_mask.png,textures/models/usp45_color_mask,256,146,11681,0,257,11424,40,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\viper2011_color_mask.png,textures/models/viper2011_color_mask,178,98,6530,0,52,6478,55,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\win1873_color_mask.png,textures/models/win1873_color_mask,104,56,5606,0,5604,2,25,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\xm7_color_mask.png,textures/models/xm7_color_mask,228,130,8774,0,5,8769,3,255
